Overhead,Command,Shared Object,Symbol
0.09,perf\_2.6.32-46,[kernel],[k] ext4\_da\_write\_begin
0.09,perf\_2.6.32-46,[kernel],[k] kmem\_cache\_alloc
0.09,perf\_2.6.32-46,[kernel],[k] vfs\_write
0.08,perf\_2.6.32-46,[kernel],[k] ext4\_journal\_start\_sb
0.08,perf\_2.6.32-46,[kernel],[k] native\_read\_tsc
0.08,perf\_2.6.32-46,[kernel],[k] sched\_clock\_cpu
0.08,perf\_2.6.32-46,[kernel],[k] \_\_block\_commit\_write
0.08,perf\_2.6.32-46,[kernel],[k] pick\_next\_task\_fair
0.07,perf\_2.6.32-46,[kernel],[k] mutex\_lock
0.07,perf\_2.6.32-46,[kernel],[k] file\_update\_time
0.07,perf\_2.6.32-46,[kernel],[k] pick\_next\_task\_rt
0.07,perf\_2.6.32-46,[kernel],[k] \_\_ext4\_get\_inode\_loc
0.07,perf\_2.6.32-46,[kernel],[k] \_\_block\_prepare\_write
0.07,perf\_2.6.32-46,[kernel],[k] native\_sched\_clock
0.07,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_cc\_compute\_all
0.06,perf\_2.6.32-46,[kernel],[k] ext4\_file\_write
0.06,perf\_2.6.32-46,[kernel],[k] dequeue\_task\_fair
0.06,perf\_2.6.32-46,[kernel],[k] dequeue\_entity
0.06,perf\_2.6.32-46,[kernel],[k] generic\_file\_aio\_write
0.06,perf\_2.6.32-46,[kernel],[k] find\_get\_page
0.06,perf\_2.6.32-46,[kernel],[k] finish\_task\_switch
0.06,perf\_2.6.32-46,[kernel],[k] system\_call
0.06,perf\_2.6.32-46,[kernel],[k] start\_this\_handle
0.06,perf\_2.6.32-46,[kernel],[k] ret\_from\_sys\_call
0.05,perf\_2.6.32-46,[kernel],[k] poll\_freewait
0.05,perf\_2.6.32-46,[kernel],[k] generic\_segment\_checks
0.05,perf\_2.6.32-46,[kernel],[k] apparmor\_file\_permission
0.05,perf\_2.6.32-46,[kernel],[k] down\_read
0.05,perf\_2.6.32-46,[kernel],[k] \_spin\_lock\_irqsave
0.05,perf\_2.6.32-46,[kernel],[k] \_spin\_unlock\_irqrestore
0.05,perf\_2.6.32-46,[kernel],[k] perf\_event\_task\_sched\_out
0.05,perf\_2.6.32-46,[kernel],[k] grab\_cache\_page\_write\_begin
0.05,perf\_2.6.32-46,[kernel],[k] task\_of
0.04,perf\_2.6.32-46,[kernel],[k] hrtick\_start\_fair
0.04,perf\_2.6.32-46,[kernel],[k] timespec\_trunc
0.04,perf\_2.6.32-46,[kernel],[k] intel\_pmu\_disable\_all
0.04,perf\_2.6.32-46,[kernel],[k] sysret\_check
0.04,perf\_2.6.32-46,[kernel],[k] sched\_clock
0.04,perf\_2.6.32-46,[kernel],[k] generic\_perform\_write
0.04,perf\_2.6.32-46,[kernel],[k] generic\_file\_buffered\_write
0.04,perf\_2.6.32-46,[kernel],[k] \_\_ticket\_spin\_unlock
0.04,perf\_2.6.32-46,[kernel],[k] mark\_page\_accessed
0.04,perf\_2.6.32-46,[kernel],[k] block\_write\_begin
0.04,perf\_2.6.32-46,[kernel],[k] \_\_mark\_inode\_dirty
0.04,perf\_2.6.32-46,[kernel],[k] update\_context\_time
0.04,perf\_2.6.32-46,[kernel],[k] ext4\_do\_update\_inode
0.04,perf\_2.6.32-46,[kernel],[k] ext4\_get\_group\_desc
0.03,perf\_2.6.32-46,[kernel],[k] put\_prev\_task\_fair
0.03,perf\_2.6.32-46,[kernel],[k] ext4\_xattr\_get
0.03,perf\_2.6.32-46,[kernel],[k] free\_poll\_entry
0.03,perf\_2.6.32-46,[kernel],[k] ext4\_da\_write\_end
0.03,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] float64\_add
0.03,perf\_2.6.32-46,[kernel],[k] dequeue\_task
0.03,perf\_2.6.32-46,[kernel],[k] system\_call\_after\_swapgs
0.03,perf\_2.6.32-46,[kernel],[k] jbd2\_journal\_add\_journal\_head
0.03,perf\_2.6.32-46,[kernel],[k] do\_get\_write\_access
0.03,perf\_2.6.32-46,[kernel],[k] \_\_find\_get\_block
0.03,perf\_2.6.32-46,[kernel],[k] mark\_buffer\_dirty
0.03,perf\_2.6.32-46,[kernel],[k] \_\_wake\_up\_bit
0.03,perf\_2.6.32-46,[kernel],[k] ext4\_xattr\_block\_get
0.03,perf\_2.6.32-46,[kernel],[k] do\_sync\_write
0.03,perf\_2.6.32-46,[kernel],[k] up\_read
0.03,perf\_2.6.32-46,[kernel],[k] find\_lock\_page
0.03,perf\_2.6.32-46,[kernel],[k] cap\_inode\_need\_killpriv
0.02,perf\_2.6.32-46,[kernel],[k] jbd2\_journal\_start
0.02,perf\_2.6.32-46,[kernel],[k] bit\_waitqueue
0.02,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_cvttsd2si
0.02,perf\_2.6.32-46,[kernel],[k] iov\_iter\_copy\_from\_user\_atomic
0.02,perf\_2.6.32-46,[kernel],[k] sys\_poll
0.02,perf\_2.6.32-46,[kernel],[k] ext4\_xattr\_security\_get
0.02,perf\_2.6.32-46,[kernel],[k] \_spin\_lock
0.02,perf\_2.6.32-46,[kernel],[k] rw\_verify\_area
0.02,perf\_2.6.32-46,[kernel],[k] ext4\_dirty\_inode
0.02,perf\_2.6.32-46,[kernel],[k] put\_page
0.02,perf\_2.6.32-46,[kernel],[k] page\_waitqueue
0.02,perf\_2.6.32-46,[kernel],[k] unlock\_page
0.02,perf\_2.6.32-46,[kernel],[k] ext4\_inode\_table
0.02,perf\_2.6.32-46,[kernel],[k] file\_remove\_suid
0.02,perf\_2.6.32-46,[kernel],[k] \_\_pollwait
0.02,perf\_2.6.32-46,[kernel],[k] \_\_perf\_event\_sched\_in
0.02,perf\_2.6.32-46,[kernel],[k] should\_remove\_suid
0.02,perf\_2.6.32-46,[kernel],[k] jbd2\_journal\_stop
0.02,perf\_2.6.32-46,[kernel],[k] current\_fs\_time
0.02,perf\_2.6.32-46,[kernel],[k] ext4\_mark\_iloc\_dirty
0.02,perf\_2.6.32-46,[kernel],[k] sys\_write
0.02,perf\_2.6.32-46,[kernel],[k] generic\_write\_end
0.02,perf\_2.6.32-46,[kernel],[k] pick\_next\_task\_idle
0.02,perf\_2.6.32-46,[kernel],[k] kmem\_cache\_free
0.01,perf\_2.6.32-46,[kernel],[k] ext4\_get\_inode\_flags
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_addsd
0.01,perf\_2.6.32-46,[kernel],[k] hw\_perf\_disable
0.01,perf\_2.6.32-46,[kernel],[k] jbd2\_journal\_dirty\_metadata
0.01,perf\_2.6.32-46,[kernel],[k] intel\_pmu\_enable\_all
0.01,perf\_2.6.32-46,[kernel],[k] rcu\_sched\_qs
0.01,perf\_2.6.32-46,[kernel],[k] calc\_load\_account\_active
0.01,perf\_2.6.32-46,[kernel],[k] generic\_write\_sync
0.01,perf\_2.6.32-46,[kernel],[k] inotify\_inode\_queue\_event
0.01,perf\_2.6.32-46,[kernel],[k] security\_file\_permission
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] estimateDiv128To64
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] sincos
0.01,perf\_2.6.32-46,[kernel],[k] block\_write\_end
0.01,perf\_2.6.32-46,[kernel],[k] balance\_dirty\_pages\_ratelimited\_nr
0.01,perf\_2.6.32-46,[kernel],[k] current\_kernel\_time
0.01,perf\_2.6.32-46,[kernel],[k] jbd2\_journal\_cancel\_revoke
0.01,perf\_2.6.32-46,[kernel],[k] iov\_iter\_advance
0.01,perf\_2.6.32-46,[kernel],[k] jbd2\_journal\_put\_journal\_head
0.01,perf\_2.6.32-46,[kernel],[k] \_\_brelse
0.01,perf\_2.6.32-46,[kernel],[k] deactivate\_task
0.01,perf\_2.6.32-46,[kernel],[k] inotify\_dentry\_parent\_queue\_event
0.01,perf\_2.6.32-46,[kernel],[k] \_\_fsnotify\_parent
0.01,perf\_2.6.32-46,[kernel],[k] default\_spin\_lock\_flags
0.01,perf\_2.6.32-46,/lib/libpthread-2.11.1.so,[.] \_\_write\_nocancel
0.01,perf\_2.6.32-46,[kernel],[k] memset\_c
0.01,perf\_2.6.32-46,[kernel],[k] \_\_perf\_event\_sched\_out
0.01,perf\_2.6.32-46,[kernel],[k] security\_inode\_need\_killpriv
0.01,perf\_2.6.32-46,/usr/bin/perf\_2.6.32-46,[.] write@plt
0.01,perf\_2.6.32-46,[kernel],[k] \_\_ticket\_spin\_is\_locked
0.01,perf\_2.6.32-46,[kernel],[k] system\_call\_fastpath
0.01,perf\_2.6.32-46,[kernel],[k] perf\_event\_task\_sched\_in
0.01,perf\_2.6.32-46,[kernel],[k] hw\_perf\_enable
0.01,perf\_2.6.32-46,[kernel],[k] perf\_enable
0.01,perf\_2.6.32-46,[kernel],[k] \_\_wake\_up
0.01,perf\_2.6.32-46,[kernel],[k] \_spin\_lock\_irq
0.01,perf\_2.6.32-46,[kernel],[k] perf\_disable
0.01,perf\_2.6.32-46,[kernel],[k] jbd2\_journal\_get\_write\_access
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] float64\_to\_floatx80
0.01,perf\_2.6.32-46,[kernel],[k] \_\_jbd2\_log\_space\_left
0.01,perf\_2.6.32-46,[kernel],[k] \_\_ext4\_journal\_stop
0.01,perf\_2.6.32-46,[kernel],[k] mutex\_unlock
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_fsincos
0.01,perf\_2.6.32-46,[kernel],[k] unlock\_buffer
0.01,perf\_2.6.32-46,[kernel],[k] add\_wait\_queue
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] int32\_to\_float64
0.01,perf\_2.6.32-46,[kernel],[k] ext4\_xattr\_ibody\_get
0.01,perf\_2.6.32-46,[kernel],[k] fsnotify
0.01,perf\_2.6.32-46,[kernel],[k] \_\_ext4\_journal\_get\_write\_access
0.01,perf\_2.6.32-46,[kernel],[k] ext4\_reserve\_inode\_write
0.01,perf\_2.6.32-46,[kernel],[k] \_\_phys\_addr
